2021-12-02 17:29:57,773 - [main] INFO       | org.hibernate.jpa.internal.util.LogHelper                    | HHH000204: Processing PersistenceUnitInfo [name: default] (LogHelper.java:31)
2021-12-02 18:34:00,351 - [http-nio-7071-exec-6] INFO       | com.mediscreen.patientmicroservice.tool.DtoBuilder           |  ----> Launch buildPatientDTO (DtoBuilder.java:24)
2021-12-02 18:34:36,285 - [http-nio-7071-exec-9] INFO       | com.mediscreen.patientmicroservice.controller.PatientController |  ---> Launch getPatientByFamilyName , /patient/{familyName} (PatientController.java:71)
2021-12-02 18:34:36,305 - [http-nio-7071-exec-9] INFO       | com.mediscreen.patientmicroservice.tool.DtoBuilder           |  ----> Launch buildPatientDTO (DtoBuilder.java:24)
2021-12-02 18:34:36,305 - [http-nio-7071-exec-9] INFO       | com.mediscreen.patientmicroservice.tool.DtoBuilder           |  ----> Launch buildPatientDTO (DtoBuilder.java:24)
2021-12-02 18:34:52,411 - [http-nio-7071-exec-10] INFO       | com.mediscreen.patientmicroservice.controller.PatientController |  ---> Launch getPatientByFamilyName , /patient/{familyName} (PatientController.java:71)
2021-12-02 18:34:52,414 - [http-nio-7071-exec-10] INFO       | com.mediscreen.patientmicroservice.tool.DtoBuilder           |  ----> Launch buildPatientDTO (DtoBuilder.java:24)
2021-12-02 18:34:52,414 - [http-nio-7071-exec-10] INFO       | com.mediscreen.patientmicroservice.tool.DtoBuilder           |  ----> Launch buildPatientDTO (DtoBuilder.java:24)
2021-12-02 18:37:02,811 - [http-nio-7071-exec-3] INFO       | com.mediscreen.patientmicroservice.controller.PatientController |  ---> Launch addPatient , /patients/add with patient named : TestNone3 Test3 (PatientController.java:83)
2021-12-02 18:37:02,820 - [http-nio-7071-exec-3] INFO       | com.mediscreen.patientmicroservice.tool.ModelBuilder         |  ----> Launch buildPatient() (ModelBuilder.java:24)
2021-12-02 18:37:02,848 - [http-nio-7071-exec-3] WARN       | org.hibernate.engine.jdbc.spi.SqlExceptionHelper             | SQL Error: 1364, SQLState: HY000 (SqlExceptionHelper.java:137)
2021-12-02 18:37:02,848 - [http-nio-7071-exec-3] ERROR      | org.hibernate.engine.jdbc.spi.SqlExceptionHelper             | Field 'id' doesn't have a default value (SqlExceptionHelper.java:142)
2021-12-02 18:37:50,365 - [http-nio-7071-exec-5] INFO       | com.mediscreen.patientmicroservice.controller.PatientController |  ---> Launch addPatient , /patients/add with patient named : TestNone3 Test3 (PatientController.java:83)
2021-12-02 18:37:50,368 - [http-nio-7071-exec-5] INFO       | com.mediscreen.patientmicroservice.tool.ModelBuilder         |  ----> Launch buildPatient() (ModelBuilder.java:24)
2021-12-02 18:37:50,380 - [http-nio-7071-exec-5] WARN       | org.hibernate.engine.jdbc.spi.SqlExceptionHelper             | SQL Error: 1364, SQLState: HY000 (SqlExceptionHelper.java:137)
2021-12-02 18:37:50,381 - [http-nio-7071-exec-5] ERROR      | org.hibernate.engine.jdbc.spi.SqlExceptionHelper             | Field 'id' doesn't have a default value (SqlExceptionHelper.java:142)
2021-12-02 18:41:47,591 - [http-nio-7071-exec-6] INFO       | com.mediscreen.patientmicroservice.controller.PatientController |  ---> Launch addPatient , /patients/add with patient named : TestNone3 Test3 (PatientController.java:83)
2021-12-02 18:41:47,594 - [http-nio-7071-exec-6] INFO       | com.mediscreen.patientmicroservice.tool.ModelBuilder         |  ----> Launch buildPatient() (ModelBuilder.java:24)
2021-12-02 18:41:47,597 - [http-nio-7071-exec-6] WARN       | org.hibernate.engine.jdbc.spi.SqlExceptionHelper             | SQL Error: 1364, SQLState: HY000 (SqlExceptionHelper.java:137)
2021-12-02 18:41:47,598 - [http-nio-7071-exec-6] ERROR      | org.hibernate.engine.jdbc.spi.SqlExceptionHelper             | Field 'id' doesn't have a default value (SqlExceptionHelper.java:142)
2021-12-02 18:42:03,970 - [main] INFO       | org.hibernate.jpa.internal.util.LogHelper                    | HHH000204: Processing PersistenceUnitInfo [name: default] (LogHelper.java:31)
2021-12-02 18:42:04,050 - [main] INFO       | org.hibernate.Version                                        | HHH000412: Hibernate ORM core version 5.4.32.Final (Version.java:44)
2021-12-02 18:42:04,222 - [main] INFO       | org.hibernate.annotations.common.Version                     | HCANN000001: Hibernate Commons Annotations {5.1.2.Final} (JavaReflectionManager.java:56)
2021-12-02 18:42:04,703 - [main] INFO       | org.hibernate.dialect.Dialect                                | HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect (Dialect.java:175)
2021-12-02 18:42:05,402 - [main] INFO       | org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator | HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform] (JtaPlatformInitiator.java:52)
2021-12-02 18:42:06,830 - [http-nio-7071-exec-1] INFO       | com.mediscreen.patientmicroservice.controller.PatientController |  ---> Launch getAllPatients (PatientController.java:40)
2021-12-02 18:42:06,969 - [http-nio-7071-exec-1] INFO       | com.mediscreen.patientmicroservice.tool.DtoBuilder           |  ----> Launch buildPatientDTO (DtoBuilder.java:24)
2021-12-02 18:42:06,969 - [http-nio-7071-exec-1] INFO       | com.mediscreen.patientmicroservice.tool.DtoBuilder           |  ----> Launch buildPatientDTO (DtoBuilder.java:24)
2021-12-02 18:44:29,437 - [http-nio-7071-exec-4] INFO       | com.mediscreen.patientmicroservice.controller.PatientController |  ---> Launch getAllPatients (PatientController.java:40)
2021-12-02 18:44:29,442 - [http-nio-7071-exec-4] INFO       | com.mediscreen.patientmicroservice.tool.DtoBuilder           |  ----> Launch buildPatientDTO (DtoBuilder.java:24)
2021-12-02 18:44:29,442 - [http-nio-7071-exec-4] INFO       | com.mediscreen.patientmicroservice.tool.DtoBuilder           |  ----> Launch buildPatientDTO (DtoBuilder.java:24)
2021-12-02 18:45:14,124 - [http-nio-7071-exec-9] INFO       | com.mediscreen.patientmicroservice.controller.PatientController |  ---> Launch addPatient , /patients/add with patient named : TestNone Test (PatientController.java:83)
2021-12-02 18:45:14,144 - [http-nio-7071-exec-9] ERROR      | com.mediscreen.patientmicroservice.exception.DataAlreadyExistException |   **--> A patient with this name, first name and date of birth already exists (DataAlreadyExistException.java:15)
2021-12-02 18:46:14,717 - [http-nio-7071-exec-2] INFO       | com.mediscreen.patientmicroservice.controller.PatientController |  ---> Launch addPatient , /patients/add with patient named : TestNone Test (PatientController.java:83)
2021-12-02 18:46:14,721 - [http-nio-7071-exec-2] ERROR      | com.mediscreen.patientmicroservice.exception.DataAlreadyExistException |   **--> A patient with this name, first name and date of birth already exists (DataAlreadyExistException.java:15)
2021-12-02 18:48:40,011 - [main] INFO       | org.hibernate.jpa.internal.util.LogHelper                    | HHH000204: Processing PersistenceUnitInfo [name: default] (LogHelper.java:31)
2021-12-02 18:48:40,061 - [main] INFO       | org.hibernate.Version                                        | HHH000412: Hibernate ORM core version 5.4.32.Final (Version.java:44)
2021-12-02 18:48:40,185 - [main] INFO       | org.hibernate.annotations.common.Version                     | HCANN000001: Hibernate Commons Annotations {5.1.2.Final} (JavaReflectionManager.java:56)
2021-12-02 18:48:40,594 - [main] INFO       | org.hibernate.dialect.Dialect                                | HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect (Dialect.java:175)
2021-12-02 18:48:41,140 - [main] INFO       | org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator | HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform] (JtaPlatformInitiator.java:52)
2021-12-02 18:48:46,357 - [http-nio-7071-exec-2] INFO       | com.mediscreen.patientmicroservice.controller.PatientController |  ---> Launch addPatient , /patients/add with patient named : TestNone Test (PatientController.java:83)
2021-12-02 18:48:46,486 - [http-nio-7071-exec-2] ERROR      | com.mediscreen.patientmicroservice.exception.DataAlreadyExistException |   **--> A patient with this name, first name and date of birth already exists (DataAlreadyExistException.java:15)
2021-12-02 18:49:37,603 - [http-nio-7071-exec-3] INFO       | com.mediscreen.patientmicroservice.controller.PatientController |  ---> Launch addPatient , /patients/add with patient named : TestNone Test (PatientController.java:83)
2021-12-02 18:49:37,607 - [http-nio-7071-exec-3] INFO       | com.mediscreen.patientmicroservice.tool.ModelBuilder         |  ----> Launch buildPatient() (ModelBuilder.java:24)
2021-12-02 18:49:37,640 - [http-nio-7071-exec-3] WARN       | org.hibernate.engine.jdbc.spi.SqlExceptionHelper             | SQL Error: 1364, SQLState: HY000 (SqlExceptionHelper.java:137)
2021-12-02 18:49:37,640 - [http-nio-7071-exec-3] ERROR      | org.hibernate.engine.jdbc.spi.SqlExceptionHelper             | Field 'id' doesn't have a default value (SqlExceptionHelper.java:142)
2021-12-02 18:53:07,135 - [http-nio-7071-exec-5] INFO       | com.mediscreen.patientmicroservice.controller.PatientController |  ---> Launch addPatient , /patients/add with patient named : TestNone Test (PatientController.java:83)
2021-12-02 18:53:07,138 - [http-nio-7071-exec-5] ERROR      | com.mediscreen.patientmicroservice.exception.DataAlreadyExistException |   **--> A patient with this name, first name and date of birth already exists (DataAlreadyExistException.java:15)
2021-12-02 18:53:34,870 - [main] INFO       | org.hibernate.jpa.internal.util.LogHelper                    | HHH000204: Processing PersistenceUnitInfo [name: default] (LogHelper.java:31)
2021-12-02 18:53:34,927 - [main] INFO       | org.hibernate.Version                                        | HHH000412: Hibernate ORM core version 5.4.32.Final (Version.java:44)
2021-12-02 18:53:35,080 - [main] INFO       | org.hibernate.annotations.common.Version                     | HCANN000001: Hibernate Commons Annotations {5.1.2.Final} (JavaReflectionManager.java:56)
2021-12-02 18:53:35,510 - [main] INFO       | org.hibernate.dialect.Dialect                                | HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect (Dialect.java:175)
2021-12-02 18:53:36,097 - [main] INFO       | org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator | HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform] (JtaPlatformInitiator.java:52)
2021-12-02 18:53:42,934 - [http-nio-7071-exec-1] INFO       | com.mediscreen.patientmicroservice.controller.PatientController |  ---> Launch addPatient , /patients/add with patient named : TestNone Test (PatientController.java:83)
2021-12-02 18:53:43,068 - [http-nio-7071-exec-1] INFO       | com.mediscreen.patientmicroservice.tool.ModelBuilder         |  ----> Launch buildPatient() (ModelBuilder.java:24)
2021-12-02 18:53:43,099 - [http-nio-7071-exec-1] INFO       | com.mediscreen.patientmicroservice.tool.DtoBuilder           |  ----> Launch buildPatientDTO (DtoBuilder.java:24)
2021-12-02 18:54:26,405 - [http-nio-7071-exec-3] INFO       | com.mediscreen.patientmicroservice.controller.PatientController |  ---> Launch addPatient , /patients/add with patient named : TestNone Test (PatientController.java:83)
2021-12-02 18:54:26,409 - [http-nio-7071-exec-3] INFO       | com.mediscreen.patientmicroservice.tool.ModelBuilder         |  ----> Launch buildPatient() (ModelBuilder.java:24)
2021-12-02 18:54:26,436 - [http-nio-7071-exec-3] WARN       | org.hibernate.engine.jdbc.spi.SqlExceptionHelper             | SQL Error: 1364, SQLState: HY000 (SqlExceptionHelper.java:137)
2021-12-02 18:54:26,436 - [http-nio-7071-exec-3] ERROR      | org.hibernate.engine.jdbc.spi.SqlExceptionHelper             | Field 'id' doesn't have a default value (SqlExceptionHelper.java:142)
2021-12-02 18:54:45,158 - [http-nio-7071-exec-5] INFO       | com.mediscreen.patientmicroservice.controller.PatientController |  ---> Launch addPatient , /patients/add with patient named : TestNone Test (PatientController.java:83)
2021-12-02 18:54:45,161 - [http-nio-7071-exec-5] INFO       | com.mediscreen.patientmicroservice.tool.ModelBuilder         |  ----> Launch buildPatient() (ModelBuilder.java:24)
2021-12-02 18:54:45,163 - [http-nio-7071-exec-5] INFO       | com.mediscreen.patientmicroservice.tool.DtoBuilder           |  ----> Launch buildPatientDTO (DtoBuilder.java:24)
2021-12-02 18:55:01,912 - [http-nio-7071-exec-6] INFO       | com.mediscreen.patientmicroservice.controller.PatientController |  ---> Launch addPatient , /patients/add with patient named : TestNone Test (PatientController.java:83)
2021-12-02 18:55:01,916 - [http-nio-7071-exec-6] INFO       | com.mediscreen.patientmicroservice.tool.ModelBuilder         |  ----> Launch buildPatient() (ModelBuilder.java:24)
2021-12-02 18:55:01,930 - [http-nio-7071-exec-6] INFO       | com.mediscreen.patientmicroservice.tool.DtoBuilder           |  ----> Launch buildPatientDTO (DtoBuilder.java:24)
2021-12-02 18:55:24,584 - [http-nio-7071-exec-7] INFO       | com.mediscreen.patientmicroservice.controller.PatientController |  ---> Launch addPatient , /patients/add with patient named : TestNone Test (PatientController.java:83)
2021-12-02 18:55:24,586 - [http-nio-7071-exec-7] INFO       | com.mediscreen.patientmicroservice.tool.ModelBuilder         |  ----> Launch buildPatient() (ModelBuilder.java:24)
2021-12-02 18:55:24,592 - [http-nio-7071-exec-7] INFO       | com.mediscreen.patientmicroservice.tool.DtoBuilder           |  ----> Launch buildPatientDTO (DtoBuilder.java:24)
2021-12-02 18:55:59,829 - [http-nio-7071-exec-8] INFO       | com.mediscreen.patientmicroservice.controller.PatientController |  ---> Launch addPatient , /patients/add with patient named : TestNone Test (PatientController.java:83)
2021-12-02 18:55:59,832 - [http-nio-7071-exec-8] INFO       | com.mediscreen.patientmicroservice.tool.ModelBuilder         |  ----> Launch buildPatient() (ModelBuilder.java:24)
2021-12-02 18:55:59,835 - [http-nio-7071-exec-8] WARN       | org.hibernate.engine.jdbc.spi.SqlExceptionHelper             | SQL Error: 1364, SQLState: HY000 (SqlExceptionHelper.java:137)
2021-12-02 18:55:59,835 - [http-nio-7071-exec-8] ERROR      | org.hibernate.engine.jdbc.spi.SqlExceptionHelper             | Field 'id' doesn't have a default value (SqlExceptionHelper.java:142)
2021-12-02 18:59:49,422 - [main] INFO       | org.hibernate.jpa.internal.util.LogHelper                    | HHH000204: Processing PersistenceUnitInfo [name: default] (LogHelper.java:31)
2021-12-02 18:59:49,476 - [main] INFO       | org.hibernate.Version                                        | HHH000412: Hibernate ORM core version 5.4.32.Final (Version.java:44)
2021-12-02 18:59:49,607 - [main] INFO       | org.hibernate.annotations.common.Version                     | HCANN000001: Hibernate Commons Annotations {5.1.2.Final} (JavaReflectionManager.java:56)
